Station_ID	Station_Name	State	Latitude	Longitude	Elevation	tl01	tl02	tl03	tl04	tl05	tl06	tl07	tl08	tl09	tl10	tl11	tl12	t01	t02	t03	t04	t05	t06	t07	t08	t09	t10	t11	t12	pp01	pp02	pp03	pp04	pp05	pp06	pp07	pp08	pp09	pp10	pp11	pp12	ss01	ss02	ss03	ss04	ss05	ss06	ss07	ss08	ss09	ss10	ss11	ss12	Status
USC00048904	THOUSAND OAKS 1 SW	CA	34.18	-118.89	238.70	7.55	6.88	8.16	8.88	10.83	13.38	15.22	14.44	14.27	11.77	8.83	6.66	12.94	12.69	14.22	15.27	17.33	19.94	22.25	21.83	21.33	18.47	15.33	12.61	9.85	10.66	6.22	2.13	0.86	0.15	0.05	0.15	0.45	1.87	3.53	6.04													TP
USC00048917	THREE RVRS EDISON PH 1	CA	36.46	-118.86	347.50	2.05	3.44	5.11	6.83	10.27	14.33	18.00	17.38	14.33	9.27	4.55	1.66	7.94	9.72	11.97	14.61	19.02	23.38	27.02	26.38	23.27	17.50	11.27	7.61	11.93	11.40	10.66	5.66	2.31	0.78	0.22	0.05	1.21	3.20	6.75	9.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00048928	TIGER CREEK PH	CA	38.44	-120.49	717.80	0.55	1.38	2.50	4.16	7.38	10.38	13.50	13.44	11.27	6.88	3.22	0.83	5.41	7.55	9.33	11.83	15.63	19.63	23.11	23.00	20.50	15.25	9.16	4.91	22.75	19.73	18.74	9.82	6.62	1.29	0.05	0.15	2.08	7.59	14.32	23.49	3.81	1.77	5.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	6.85	TPS
USC00048967	TOPANGA PATROL FC-6	CA	34.08	-118.59	227.10																									14.47	14.80	8.96	3.47	1.14	0.20	0.05	0.12	0.45	3.07	4.52	9.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00048999	TRACY CARBONA	CA	37.68	-121.34	41.10	2.66	4.00	5.66	7.22	10.33	12.77	13.94	13.16	12.33	9.22	5.44	2.50	8.00	10.22	12.58	15.13	18.86	21.91	23.91	23.13	21.63	17.50	12.05	8.05	6.47	6.42	4.59	2.18	1.70	0.30	0.00	0.10	0.66	1.93	3.37	5.38													TP
USC00049001	TRACY PUMPING PLT	CA	37.79	-121.58	18.60	4.22	6.05	7.94	9.77	12.72	15.05	16.66	16.44	15.27	12.00	7.72	4.38	8.41	11.13	13.61	16.16	19.72	22.75	25.16	24.83	23.08	18.83	12.91	8.69	6.35	6.09	4.52	2.00	1.27	0.25	0.01	0.07	0.58	1.87	4.08	5.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049026	TRINITY RIVER HATCHERY	CA	40.72	-122.79	567.20	0.16	0.38	1.61	2.94	6.05	9.00	11.38	10.44	7.16	3.77	1.94	-0.11	4.52	6.25	8.55	10.94	15.08	19.00	22.63	21.83	18.58	13.38	7.47	4.00	14.42	12.87	10.69	5.86	4.41	2.03	0.43	0.55	1.52	4.82	11.09	16.23	4.31	4.06	1.77	0.12	0.00	0.00	0.00	0.00	0.00	0.00	1.27	5.08	TPS
USC00049035	TRONA	CA	35.76	-117.39	516.60	1.38	4.00	7.00	10.38	15.77	19.94	23.55	22.88	19.00	12.16	5.83	0.83	8.22	11.22	14.72	18.58	23.88	28.69	32.27	31.47	27.44	20.55	13.36	7.75	1.80	2.41	1.11	0.27	0.15	0.15	0.22	0.66	0.35	0.43	0.86	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049043	TRUCKEE RS	CA	39.33	-120.17	1774.90	-9.83	-8.83	-6.33	-4.16	-0.83	2.16	4.77	4.27	0.99	-2.88	-6.50	-9.55	-2.33	-1.08	1.55	4.25	8.58	12.72	16.47	16.11	12.50	7.38	1.55	-2.44	13.05	12.64	11.04	5.48	3.30	1.85	0.71	1.09	2.20	4.62	9.72	13.58	105.15	112.52	86.86	41.65	9.39	2.03	0.00	0.00	2.03	9.14	48.76	97.02	TPS
USC00049053	TULELAKE	CA	41.96	-121.47	1229.90	-6.05	-5.05	-3.33	-1.05	3.00	6.00	8.11	6.66	3.00	-0.72	-3.88	-6.55	-0.47	1.41	4.25	7.05	11.61	15.30	18.77	17.97	14.16	8.83	2.61	-1.02	3.83	3.02	2.92	2.64	2.76	2.03	0.81	0.91	1.21	2.03	3.42	3.60	13.20	9.90	6.35	3.30	0.25	0.00	0.00	0.00	0.00	0.50	8.89	15.74	TPS
USC00049073	TURLOCK #2	CA	37.50	-120.85	35.10	4.16	6.11	7.72	9.44	12.72	15.33	17.27	16.72	15.16	11.50	6.88	3.88	8.22	11.13	13.58	16.02	20.02	23.27	25.75	25.05	22.97	18.33	12.27	8.02	6.27	5.81	4.90	2.20	1.32	0.15	0.01	0.02	0.63	1.72	3.35	5.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049087	TUSTIN IRVINE RCH	CA	33.70	-117.75	71.60	6.00	6.94	8.11	9.88	12.33	14.50	16.66	16.77	15.44	12.72	8.16	5.66	12.50	13.16	13.94	15.97	17.83	19.75	22.22	22.80	21.69	18.86	14.91	12.11	7.31	8.94	5.63	2.33	0.66	0.22	0.02	0.17	0.58	1.67	3.27	5.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049099	TWENTYNINE PALMS	CA	34.12	-116.03	602.00	4.88	6.33	9.00	12.11	16.94	20.94	24.55	24.00	20.00	13.77	7.94	4.27	10.63	12.41	15.69	19.33	24.38	28.80	31.91	31.16	27.41	21.00	14.36	9.94	1.32	1.49	1.14	0.33	0.22	0.02	1.21	2.05	1.01	0.50	0.50	1.47	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049102	TWENTYNINE PALMS 12E	CA	34.12	-115.85	419.40	2.88	5.50	7.88	11.94	17.55	21.94	25.55	24.00	19.27	12.77	6.33	3.11	10.55	12.75	15.77	20.05	25.52	30.66	33.72	32.72	28.19	21.50	14.63	10.25																									T
USC00049105	TWIN LAKES	CA	38.70	-120.04	2438.40	-8.11	-8.66	-7.50	-5.38	-1.66	2.77	5.72	5.55	2.55	-1.88	-5.72	-8.50	-1.83	-2.19	-0.44	1.91	6.19	10.75	14.47	14.08	11.02	5.88	0.99	-2.00	17.98	19.91	16.05	8.66	6.90	2.46	1.11	1.57	2.94	7.44	15.34	18.99	186.69	156.97	183.89	82.55	17.78	4.57	0.00	0.00	6.09	27.43	119.63	166.87	TPS
USC00049111	TWITCHELL DAM	CA	34.98	-120.32	177.40	3.05	4.33	5.11	5.66	7.11	8.50	9.66	10.22	9.16	7.50	5.55	2.33	10.94	11.58	12.69	13.77	15.22	17.08	18.36	19.00	18.36	16.77	13.77	10.58	10.33	8.96	8.02	3.58	1.04	0.20	0.05	0.05	0.50	2.23	3.91	7.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049122	UKIAH	CA	39.14	-123.21	193.90	3.00	4.00	4.77	6.00	8.61	11.44	13.44	12.72	10.88	7.94	4.83	2.77	8.22	9.72	11.44	13.25	16.44	19.80	22.97	22.44	20.41	16.19	10.69	7.75	18.82	17.75	13.76	6.65	3.78	0.93	0.05	0.22	1.09	5.35	12.87	20.09	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049124	UKIAH 4 WSW	CA	39.12	-123.27	555.70																									24.51	21.46	17.95	9.72	4.59	1.21	0.15	0.22	1.16	6.68	16.56	25.32	0.76	3.04	4.57	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.12	2.54	PS
USC00049152	U C L A	CA	34.06	-118.44	131.10	10.50	10.33	10.66	11.66	13.11	14.66	16.50	16.83	16.38	14.88	12.50	10.38	15.00	14.86	15.19	16.25	17.19	18.66	20.77	21.36	21.05	19.50	17.13	14.83	10.13	12.87	7.21	2.46	0.78	0.27	0.05	0.12	0.63	2.31	3.45	6.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049185	UPPER SAN LEANDRO FILTERS	CA	37.77	-122.16	120.10																									12.14	12.34	10.05	4.36	2.41	0.50	0.02	0.15	0.60	3.68	8.71	12.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00049200	VACAVILLE	CA	38.39	-121.96	33.50	4.05	5.55	7.00	8.50	11.33	13.88	15.33	14.72	13.66	10.83	6.88	4.05	8.66	11.13	13.41	15.94	19.61	23.02	25.41	24.80	23.08	18.83	12.77	8.75	13.53	13.28	8.96	3.30	1.87	0.25	0.01	0.15	0.68	3.04	7.95	13.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049273	VENADO	CA	38.60	-123.01	384.00																									26.67	28.87	22.93	7.11	4.36	0.73	0.02	0.20	0.93	6.24	13.51	29.10													P
USC00049285	VENTURA	CA	34.28	-119.29	32.00																									9.16	10.00	7.08	2.48	0.60	0.05	0.02	0.10	0.38	2.03	3.53	6.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00049325	VICTORVILLE PUMP PT	CA	34.53	-117.30	871.10	0.00	1.66	3.77	6.33	10.05	13.50	16.88	16.72	13.44	7.77	2.72	-0.49	7.86	9.41	12.16	15.22	19.66	23.83	27.19	26.94	23.61	17.52	11.58	7.36	2.76	3.09	2.23	0.88	0.35	0.12	0.48	0.50	0.45	0.91	1.19	2.59	0.12	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049345	VINCENT FS FC 120	CA	34.48	-118.14	962.30																									4.29	4.82	3.86	1.34	0.35	0.15	0.05	0.25	0.43	1.24	1.49	3.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00049351	VINTON	CA	39.80	-120.18	1508.80	-7.72	-6.61	-4.05	-2.38	0.38	3.72	5.61	4.61	1.94	-0.27	-4.44	-8.33	-1.61	0.13	3.11	5.75	9.75	13.88	17.47	16.72	13.72	9.36	3.30	-1.66	5.53	5.10	4.39	2.20	2.10	1.54	0.76	0.73	1.37	2.46	4.21	5.84	16.00	16.25	17.27	5.08	1.01	0.25	0.00	0.00	0.25	1.27	9.65	19.30	TPS
USC00049367	VISALIA	CA	36.32	-119.29	99.10	3.72	5.61	7.83	9.55	13.16	16.44	19.27	18.33	15.72	11.38	6.38	3.22	8.13	10.94	13.72	16.27	20.36	24.08	26.88	26.05	23.33	18.52	12.11	7.86	4.85	4.69	5.05	2.38	0.88	0.35	0.02	0.02	0.38	1.54	3.12	4.41	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049378	VISTA 2 NNE	CA	33.22	-117.22	155.40	7.44	7.83	8.72	10.11	12.66	14.50	16.50	17.05	16.05	13.27	9.77	7.16	13.30	13.44	14.19	15.80	17.52	19.33	21.63	22.38	21.72	19.05	15.75	13.00	6.78	7.56	5.58	2.51	0.48	0.25	0.15	0.12	0.55	1.60	3.17	4.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049390	VOLTA PH	CA	40.45	-121.86	676.70																									14.42	12.70	11.86	7.31	5.96	2.76	0.38	0.50	2.61	5.84	10.71	14.78	4.82	3.55	2.79	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.76	3.04	PS
USC00049431	WALNUT NI FC102C	CA	34.00	-117.86	148.70																									8.53	9.19	6.17	2.26	0.78	0.30	0.02	0.33	0.53	1.62	3.20	6.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00049440	WARM SPRINGS DAM	CA	38.71	-122.99	68.30	2.55	3.61	4.72	6.38	8.55	10.94	11.00	10.44	9.33	7.66	4.88	2.27	8.36	10.00	11.97	14.08	17.08	20.08	21.52	20.94	19.58	16.58	11.88	8.22	22.22	20.92	17.52	6.80	3.55	0.58	0.02	0.25	0.93	5.20	13.43	25.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049452	WASCO	CA	35.58	-119.35	88.70	2.22	4.05	6.33	8.50	12.22	15.44	18.22	16.88	14.33	9.50	4.38	1.27	8.16	11.11	14.11	17.11	21.41	25.00	27.97	26.91	24.00	18.69	12.02	7.66	3.27	3.30	3.55	1.65	0.50	0.30	0.02	0.07	0.22	1.19	1.65	2.66	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049473	WATSONVILLE WTR WKS	CA	36.93	-121.76	29.00	4.11	5.61	6.61	7.50	9.38	10.94	12.05	12.27	11.38	9.11	6.11	4.11	10.08	11.33	12.30	13.63	15.02	16.38	17.02	17.33	17.25	15.72	12.63	10.05	11.32	11.88	9.22	4.29	1.52	0.27	0.02	0.05	0.53	2.79	6.95	10.79	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049490	WEAVERVILLE	CA	40.72	-122.93	599.80	-0.33	-0.44	0.61	2.16	5.38	8.38	11.16	10.05	6.38	3.05	0.77	-0.72	4.33	6.05	8.33	10.86	15.08	19.05	22.94	22.22	18.61	13.36	7.02	3.63	16.43	14.83	12.31	6.37	4.59	2.03	0.66	0.43	1.52	5.76	13.74	19.98	6.60	2.79	0.76	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.27	7.62	TPS
USC00049582	WEST POINT	CA	38.37	-120.54	845.80																									19.17	16.25	15.13	8.33	4.85	1.27	0.02	0.12	1.57	5.86	11.20	17.62	1.01	4.57	5.58	1.27	0.00	0.00	0.00	0.00	0.00	0.00	1.01	1.77	PS
USC00049621	WHISKEYTOWN RSVR	CA	40.61	-122.52	394.70	3.33	4.27	6.22	8.22	12.44	16.16	18.72	17.88	15.33	11.05	6.16	3.44	7.66	9.19	11.75	14.44	19.02	23.44	27.30	26.77	23.72	17.97	11.02	7.55	28.24	28.70	25.50	11.88	8.63	3.14	0.48	0.33	2.36	8.02	20.26	29.15	6.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	TPS
USC00049660	WHITTIER CY YD FC106C	CA	33.97	-118.02	135.90																									7.51	9.16	5.68	2.13	0.58	0.20	0.05	0.07	0.58	1.82	2.89	4.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00049671	WILDROSE RS	CA	36.26	-117.18	1249.70	-0.38	0.61	2.83	5.11	10.27	14.83	17.88	17.38	14.22	8.66	2.94	-1.05	5.72	6.88	10.13	13.47	18.83	23.58	26.69	26.00	22.25	15.91	9.50	5.05	2.36	3.04	2.38	0.78	0.73	0.30	0.81	1.72	0.76	0.63	1.16	2.23													TP
USC00049677	WILLIAMS	CA	39.15	-122.15	25.90																									16.53	16.96	8.28	3.88	3.17	1.34	0.05	0.20	1.16	3.50	9.14	18.87													P
USC00049684	WILLITS 1 NE	CA	39.41	-123.34	412.40	0.00	0.94	1.66	2.22	4.22	6.55	8.33	7.16	5.22	2.72	1.16	-0.38	5.80	7.08	8.25	9.41	12.27	15.25	18.27	17.55	15.86	12.36	8.02	5.36	23.52	20.90	16.91	8.22	4.82	1.34	0.15	0.20	1.37	6.98	18.23	26.03	0.25	1.01	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	TPS
USC00049694	WILLOW CREEK 1 NW	CA	40.94	-123.63	141.40	1.66	1.94	3.22	4.61	6.72	9.44	11.50	11.11	8.55	5.77	4.05	2.27	6.80	7.91	10.22	12.83	16.02	19.77	23.30	22.91	19.80	14.72	9.47	6.25	25.80	19.68	17.83	9.67	6.35	2.38	0.55	0.78	1.75	7.26	18.94	29.87													TP
USC00049699	WILLOWS 6 W	CA	39.52	-122.30	71.00	2.66	4.05	5.38	6.77	10.66	14.00	15.55	14.55	13.22	9.83	5.27	2.38	8.61	10.75	12.91	15.50	19.61	23.30	25.41	24.63	23.05	18.77	12.44	8.50	11.93	10.28	8.15	3.81	2.71	1.06	0.10	0.30	1.11	3.22	7.21	9.82													TP
USC00049742	WINTERS	CA	38.52	-121.96	41.10	3.44	5.27	7.22	9.16	12.33	15.00	15.94	15.38	14.16	10.77	6.44	3.50	8.41	11.11	13.77	16.63	20.63	24.05	25.94	25.36	23.55	19.02	12.86	8.58	12.75	12.11	8.50	3.32	1.93	0.30	0.02	0.07	0.60	2.61	7.21	11.81	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	TPS
USC00049781	WOODLAND 1 WNW	CA	38.68	-121.79	21.00	4.16	5.83	7.66	9.16	12.22	14.77	15.66	15.16	14.22	11.22	6.94	4.11	8.27	10.88	13.52	16.16	19.97	23.41	25.38	24.86	23.05	18.66	12.44	8.33	11.37	10.31	7.59	3.40	1.60	0.43	0.01	0.15	1.01	2.76	6.22	9.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00049785	WOODLAND HLS PIERCE CL	CA	34.18	-118.57	240.80	5.44	4.72	5.94	7.94	10.22	12.66	14.88	14.66	13.83	11.38	6.22	4.83	12.50	12.33	14.30	16.25	18.66	21.66	24.47	25.41	23.80	20.00	15.08	12.25	10.56	11.96	7.31	2.36	0.81	0.22	0.05	0.17	0.58	2.10	3.27	5.08													TP
USC00049792	WOODSIDE FIRE STN 1	CA	37.42	-122.25	115.80	2.77	4.05	5.00	5.83	7.83	9.44	10.88	10.66	9.88	7.61	4.66	2.44	9.30	11.00	12.61	14.30	16.86	19.22	21.11	20.94	20.05	16.97	12.13	9.08	15.18	15.31	10.89	4.69	1.93	0.38	0.02	0.15	0.43	2.89	9.39	13.89													TP
USC00049822	WRIGHTWOOD	CA	34.36	-117.63	1828.80	-3.38	-4.05	-2.00	0.49	4.66	7.27	11.27	10.50	8.05	2.44	-1.61	-4.16	2.25	2.30	4.91	8.05	12.63	16.30	19.83	18.75	15.69	10.00	5.19	2.16	11.07	12.67	7.41	2.46	1.75	0.20	1.32	1.24	0.96	3.35	4.11	10.84	27.43	67.56	17.01	18.28	4.06	0.00	0.00	0.00	0.00	1.27	9.14	13.46	TPS
USC00049847	YORBA LINDA	CA	33.89	-117.81	106.70	7.11	7.94	9.05	10.33	12.61	14.44	16.72	17.27	16.11	13.11	9.88	6.88	13.63	14.27	15.44	17.19	18.97	20.52	23.36	24.27	23.11	20.16	16.47	13.61	9.11	8.63	6.47	2.26	0.86	0.25	0.07	0.12	0.53	1.67	3.50	5.74													TP
USC00049855	YOSEMITE PARK HQ	CA	37.75	-119.58	1224.70	-1.88	-0.88	0.99	3.33	7.05	10.55	13.72	13.44	10.55	5.44	0.38	-2.11	3.44	4.97	7.58	10.44	14.47	18.91	22.75	22.58	19.27	13.55	6.86	3.02	16.61	16.91	13.08	7.08	4.21	1.65	0.96	0.27	1.65	5.35	11.63	13.84	42.67	10.66	13.20	2.03	0.00	0.00	0.00	0.00	0.00	0.00	8.63	12.95	TPS
USC00049859	YOUNTVILLE	CA	38.39	-122.35	29.00	2.55	3.77	5.33	5.88	8.55	10.44	11.50	11.33	10.27	7.66	4.83	2.44	8.52	10.44	12.30	13.91	17.30	19.77	20.72	20.80	19.80	16.75	12.00	8.61	15.90	17.37	12.09	4.72	3.12	0.40	0.00	0.15	0.83	3.75	10.23	17.22													TP
USC00049866	YREKA	CA	41.70	-122.64	800.10	-3.72	-2.66	-0.88	1.61	4.83	8.16	11.44	10.61	7.00	2.22	-1.44	-3.83	1.94	4.05	6.77	9.80	13.88	17.94	22.33	21.77	17.66	11.66	5.08	1.63	7.95	5.86	4.14	3.07	3.32	2.33	1.39	0.91	1.27	2.87	7.41	10.10	11.43	5.58	2.03	0.50	0.00	0.00	0.00	0.00	0.00	0.25	3.55	7.36	TPS
USC00050102	AGUILAR	CO	37.40	-104.65	1950.70																									1.44	1.87	4.36	4.87	5.53	4.64	7.18	8.30	4.01	3.12	2.13	1.85	30.22	36.83	48.00	30.73	5.84	0.00	0.00	0.00	0.76	7.87	37.08	39.87	PS
USC00050105	AGUILAR 18WSW	CO	37.31	-104.95	2634.70																									2.38	2.26	3.83	3.93	4.52	5.76	10.13	10.16	4.26	3.32	1.60	2.23	39.87	30.22	59.94	49.27	13.20	0.00	0.00	0.00	0.76	17.52	22.86	37.08	PS
USC00050109	AKRON 4 E	CO	40.15	-103.14	1383.80	-9.00	-7.38	-3.27	0.66	6.38	11.61	14.94	14.16	8.77	1.94	-4.05	-9.11	-2.08	-0.38	4.11	8.44	13.91	19.55	23.36	22.33	17.22	10.11	3.19	-2.22	0.91	1.01	2.36	3.58	6.78	6.27	6.42	6.47	2.84	2.69	1.52	1.06	11.17	10.16	12.95	8.89	0.76	0.00	0.00	0.00	0.76	4.06	11.68	16.51	TPS
USC00050128	ALAMOSA 2S	CO	37.44	-105.86	2296.10	-19.27	-14.16	-9.00	-4.38	0.99	4.38	7.50	6.83	1.88	-4.44	-11.44	-17.50	-8.30	-4.83	0.58	5.19	10.55	14.77	17.61	16.27	12.52	6.38	-0.94	-6.88	0.53	0.78	1.44	1.80	2.03	1.90	3.63	3.40	2.81	2.15	1.47	0.81													TP
USC00050185	ALLENSPARK 3NW	CO	40.22	-105.51	2590.80	-10.00	-10.27	-7.38	-4.88	-0.33	3.00	6.94	6.27	1.88	-2.27	-6.11	-10.44	-4.88	-4.58	-1.72	1.38	6.91	11.27	15.33	14.13	9.83	4.33	-1.05	-5.16																									T
USC00050214	ALTENBERN	CO	39.50	-108.37	1730.30	-11.33	-8.05	-4.16	-1.16	2.94	6.61	10.27	9.77	5.22	-0.27	-6.05	-10.83	-4.19	-1.00	3.94	7.91	12.72	17.50	20.91	19.83	15.16	8.83	1.61	-3.94	2.81	3.12	3.60	4.24	4.39	2.48	3.73	4.06	4.92	5.08	3.75	3.27	30.48	28.19	17.52	7.87	1.27	0.00	0.00	0.00	0.00	3.55	18.28	38.60	TPS
USC00050263	ANTERO RSVR	CO	38.99	-105.89	2718.80	-20.88	-19.22	-13.33	-7.88	-2.94	0.94	4.05	3.66	-1.55	-7.77	-13.16	-19.77	-10.11	-8.66	-3.86	0.91	6.33	11.16	14.38	13.38	8.94	2.72	-3.52	-9.52	0.60	0.76	1.52	1.85	2.71	3.09	4.87	6.14	2.48	1.90	0.81	0.78	12.19	12.95	24.13	19.81	7.36	0.25	0.00	0.00	1.01	10.41	13.46	14.73	TPS
USC00050301	ARAPAHOE 14N	CO	39.03	-102.16	1262.50	-8.55	-7.61	-3.94	0.11	6.11	11.66	14.38	13.27	8.83	1.83	-3.88	-8.88	-1.16	-0.05	4.50	8.63	14.05	19.75	23.16	22.08	17.58	10.58	3.61	-1.52																									T
USC00050304	ARAPAHOE	CO	38.85	-102.17	1225.30																									0.88	1.29	2.81	3.47	6.22	6.85	7.79	7.21	3.04	3.78	1.47	1.27	9.14	9.90	10.66	4.31	0.00	0.00	0.00	0.00	0.00	3.81	5.33	9.90	PS
USC00050306	ARAPAHOE 12S	CO	38.68	-102.16	1248.50	-9.50	-7.88	-3.83	0.66	6.27	12.11	15.44	14.55	9.33	2.38	-4.05	-9.05	-1.55	0.05	4.63	9.55	14.86	20.50	24.00	22.91	18.11	11.30	4.33	-1.27	1.60	1.21	2.41	3.35	6.22	6.52	7.39	8.15	2.87	3.68	1.47	2.00													TP
USC00050372	ASPEN 1 SW	CO	39.18	-106.83	2455.50	-12.55	-11.11	-6.77	-2.77	1.88	5.72	8.94	8.55	4.22	-1.05	-7.05	-12.11	-5.27	-3.52	0.38	4.38	9.58	14.19	17.36	16.50	12.44	6.66	-0.22	-5.30	4.31	5.61	6.75	6.52	5.33	3.32	4.85	4.24	5.20	5.51	6.22	5.41	67.56	66.80	72.89	51.81	21.33	2.28	0.00	0.00	3.30	26.92	68.07	73.15	TPS
USC00050454	BAILEY	CO	39.40	-105.47	2356.10	-13.22	-12.16	-8.38	-4.94	-0.44	3.38	6.55	6.05	1.22	-4.22	-9.00	-13.11	-5.00	-3.77	-0.08	3.52	8.33	13.11	16.19	15.22	10.97	5.11	-0.88	-5.22	1.21	1.39	3.78	4.64	5.02	4.82	6.70	7.54	3.22	3.04	2.08	1.52	20.06	23.87	46.48	41.65	9.39	0.00	0.00	0.00	4.31	17.78	28.44	25.65	TPS
USC00050754	BLACK CANYON GUNNISON	CO	38.55	-107.68	2484.40	-11.88	-10.66	-6.72	-2.88	1.94	6.22	9.61	8.72	5.11	-0.88	-6.66	-11.50	-5.00	-3.05	0.75	4.75	10.33	15.16	18.80	17.72	13.47	7.00	0.33	-4.58	3.17	3.30	5.84	3.96	3.93	2.28	5.25	6.27	5.84	5.00	4.62	3.73													TP
USC00050776	BLANCA 4 NW	CO	37.47	-105.57	2349.70	-16.66	-12.94	-7.72	-4.27	0.44	4.77	7.77	6.94	2.61	-3.83	-9.94	-15.66	-6.63	-3.36	1.77	6.02	10.88	15.66	18.33	17.19	13.27	6.83	0.02	-6.00	0.91	0.96	1.87	1.93	2.20	1.87	3.78	3.91	3.02	2.03	1.70	0.83	11.93	11.93	16.25	11.93	1.77	0.00	0.00	0.00	0.00	4.31	10.16	11.17	TPS
USC00050797	BLUE MESA LAKE	CO	38.46	-107.16	2306.70	-18.38	-16.00	-8.88	-3.72	0.83	4.55	8.33	7.88	3.44	-2.22	-8.38	-15.33	-10.33	-8.08	-1.22	4.72	10.00	14.75	18.38	17.41	13.02	6.75	-0.94	-8.16	1.57	1.77	1.52	1.39	1.49	1.47	2.66	3.78	2.59	2.36	1.37	1.98	30.98	27.94	14.22	7.36	0.76	0.00	0.00	0.00	0.00	2.54	12.44	25.40	TPS
USC00050825	BONHAM RSVR	CO	39.10	-107.89	3002.90	-17.16	-18.05	-13.77	-9.61	-3.22	1.77	4.61	3.77	-0.05	-5.38	-12.00	-17.44	-9.80	-10.72	-6.88	-3.02	3.22	9.36	12.16	10.72	6.72	0.69	-6.13	-10.77	5.86	6.73	9.44	7.54	5.84	3.02	5.61	5.89	6.47	6.22	6.01	6.88													TP
USC00050834	BONNY DAM 2NE	CO	39.65	-102.11	1132.90	-8.61	-7.38	-3.11	1.33	7.38	12.94	16.00	15.27	9.72	2.66	-3.55	-8.33	-1.41	0.16	4.63	9.55	15.11	20.88	24.25	23.25	18.05	11.00	4.02	-1.22	1.09	1.09	2.69	4.59	6.70	6.68	7.89	5.18	3.96	3.30	1.52	1.24	11.17	11.68	7.11	6.60	0.25	0.00	0.00	0.00	0.76	3.30	6.60	10.92	TPS
USC00050839	BOONE 9NNW	CO	38.37	-104.30	1460.00																									0.68	0.76	2.18	3.78	4.49	3.86	5.35	6.04	1.95	1.90	1.01	0.76													P
USC00050848	BOULDER	CO	39.99	-105.26	1671.50	-5.44	-4.94	-1.55	2.00	6.38	10.72	14.05	13.38	8.88	3.22	-1.94	-5.94	1.41	2.05	5.88	9.69	14.36	19.13	22.50	21.50	17.13	11.00	5.05	0.72	1.93	2.08	5.56	7.28	7.11	5.58	4.54	4.67	4.26	3.93	3.14	2.38	27.17	31.49	44.95	29.71	2.03	0.00	0.00	0.00	2.54	14.22	36.06	36.06	TPS
